portfolio,pname,order,slug,title,state,year,place,location,field-notes,print-type,edition,edition-type,image,thumb,image-home,image-biz,width,height,homepage
the-american-west,The American West,25,distant-butte-in-storm-marble-canyon,Distant Butte in Storm,Arizona,2012,Navajo Reservation,Marble Canyon,This is a field note.,Pigment Ink,25,Limited,distant-butte-in-storm-marble-canyon.jpg,distant-butte-in-storm-marble-canyon.jpg,distant-butte-in-storm-marble-canyon-home.jpg,distant-butte-in-storm-marble-canyon-biz.jpg,2400,1820,N
the-american-west,The American West,19,evening-light-bryce-canyon,Evening Light,Utah,1997,Bryce Canyon,Markagunt Plateau,This is a field note.,Pigment Ink,25,Limited,evening-light-bryce-canyon.jpg,evening-light-bryce-canyon.jpg,evening-light-bryce-canyon-home.jpg,evening-light-bryce-canyon-biz.jpg,2400,1600,N
the-american-west,The American West,17,fern-and-granite-merced-river-canyon,Fern and Granite,California,2012,Mariposa County,Merced Canyon,This is a field note.,Pigment Ink,25,Limited,fern-and-granite-merced-river-canyon.jpg,fern-and-granite-merced-river-canyon.jpg,fern-and-granite-merced-river-canyon-home.jpg,fern-and-granite-merced-river-canyon-biz.jpg,1200,1600,N
the-american-west,The American West,5,ferns-and-aspens-crested-butte,Ferns and Aspens,Colorado,2020,Crested Butte,Kebler Pass,This is a field note.,Pigment Ink,25,Limited,ferns-and-aspens-crested-butte.jpg,ferns-and-aspens-crested-butte.jpg,ferns-and-aspens-crested-butte-home.jpg,ferns-and-aspens-crested-butte-biz.jpg,1280,1600,N
the-american-west,The American West,6,granite-gone-wild-merced-canyon,Granite Gone Wild,California,2012,Mariposa County,Merced Canyon,This is a field note.,Handmade Cibachrome,30,Limited,granite-gone-wild-merced-canyon.jpg,granite-gone-wild-merced-canyon.jpg,granite-gone-wild-merced-canyon-home.jpg,granite-gone-wild-merced-canyon-biz.jpg,2400,1920,N
the-american-west,The American West,2,lightning-china-hat-road,Lightning,Oregon,2014,Bend,China Hat Road,This is a field note.,Pigment Ink,25,Limited,lightning-china-hat-road.jpg,lightning-china-hat-road.jpg,lightning-china-hat-road-home.jpg,lightning-china-hat-road-biz.jpg,2400,1820,N
the-american-west,The American West,1,morning-light-monument-valley,Morning Light,Arizona,1997,Monument Valley,North Window,This is a field note.,Pigment Ink,25,Limited,morning-light-monument-valley.jpg,morning-light-monument-valley.jpg,morning-light-monument-valley-home.jpg,morning-light-monument-valley-biz.jpg,1280,1600,N
the-american-west,The American West,18,reflections-11-merced-canyon,Reflections #11,California,2012,Mariposa County,Merced River,This is a field note.,Pigment Ink,25,Limited,reflections-11-merced-canyon.jpg,reflections-11-merced-canyon.jpg,reflections-11-merced-canyon-home.jpg,reflections-11-merced-canyon-biz.jpg,2400,1820,Y
the-american-west,The American West,15,sahalie-falls-mckenzie-river,Sahalie Falls,Oregon,2014,Dechutes National Forest,McKenzie River,This is a field note.,Pigment Ink,25,Limited,sahalie-falls-mckenzie-river.jpg,sahalie-falls-mckenzie-river.jpg,sahalie-falls-mckenzie-river-home.jpg,sahalie-falls-mckenzie-river-biz.jpg,1280,1600,N
the-american-west,The American West,16,sand-people-monument-valley,Sand People,Arizona,1997,Monument Valley,Monument Valley,This is a field note.,Pigment Ink,25,Limited,sand-people-monument-valley.jpg,sand-people-monument-valley.jpg,sand-people-monument-valley-home.jpg,sand-people-monument-valley-biz.jpg,1280,1600,N
the-american-west,The American West,21,sea-slot-davenport,Sea Slot,California,2010,Pacific Coast,Davenport,This is a field note.,Pigment Ink,25,Limited,sea-slot-davenport.jpg,sea-slot-davenport.jpg,sea-slot-davenport-home.jpg,sea-slot-davenport-biz.jpg,1140,1600,N
the-american-west,The American West,24,stately-aspens-crested-butte,Stately Aspens,Colorado,2020,Crested Butte,Kebler Pass,This is a field note.,Pigment Ink,25,Limited,stately-aspens-crested-butte.jpg,stately-aspens-crested-butte.jpg,stately-aspens-crested-butte-home.jpg,stately-aspens-crested-butte-biz.jpg,1200,1600,N
the-american-west,The American West,8,storm-moving-over-mesa-big-water,Storm Moving Over Mesa,Arizona,2010,Big Water,Paria Wilderness,This is a field note.,Pigment Ink,25,Limited,storm-moving-over-mesa-big-water.jpg,storm-moving-over-mesa-big-water.jpg,storm-moving-over-mesa-big-water-home.jpg,storm-moving-over-mesa-big-water-biz.jpg,2400,1600,N
the-american-west,The American West,3,stream-of-light-white-mountains,Stream of Light,California,2008,White Mountains,Crooked Creek,"""Stream of Light"" holds a special place in my photographic history because the inspiration for it germinated several miles downstream a couple years before on a separate White Mountains workshop. I'd spent an afternoon exploring a relatively remote section east of our base of operations. Driving back just ahead of sunset, the low angled light was illuminating patches of parched yellow grasses which grew along the banks of a stream that curved alongside the road. My interest in this subject matter was keen but so was the emptiness in my stomach and dinner in the White Mountains doesn't wait for stragglers. I made a mental note to return but the workshop took me in another direction and the opportunity for that year passed me by.
 
I returned to the Whites two years later at the same general time of year (late Sept). The idea of scouting the stream bed where the grasses were most abundant, was foremost on my list of possibilities. Anticipating the best time, I spent an afternoon scouting an area of bristlecone pines and then returned on the road just in time to see this beautiful curved section of stream bed with an elongated stretch of backlit grasses. The light was optimal and as I explored the scene I realized an important element was to have the back middle section in shadow which added an elemental sense of emergence to the scene.
 
But by the time I determined the composition I wanted, the sun had crept so low that the shadows now extended well into the scene and the photograph for that day was lost. Contrary to my usual wishes for dynamic inclement weather, the next day was perfectly sunny and warm and I returned to the scene early enough to properly compose and wait for the optimum moment to make the exposure.",Pigment Ink,30,Limited,stream-of-light-white-mountains.jpg,stream-of-light-white-mountains.jpg,stream-of-light-white-mountains-home.jpg,stream-of-light-white-mountains-biz.jpg,2400,1820,N
the-american-west,The American West,22,the-grand-staircase-bend,The Grand Staircase,Oregon,2013,Bend,Deschutes Brewery,This is a field note.,Pigment Ink,25,Limited,the-grand-staircase-bend.jpg,the-grand-staircase-bend.jpg,the-grand-staircase-bend-home.jpg,the-grand-staircase-bend-biz.jpg,1100,1600,N
the-american-west,The American West,9,white-river-falls-tygh-valley,White River Falls,Oregon,2013,Tygh Valley,White River,This is a field note.,Pigment Ink,25,Limited,white-river-falls-tygh-valley.jpg,white-river-falls-tygh-valley.jpg,white-river-falls-tygh-valley-home.jpg,white-river-falls-tygh-valley-biz.jpg,1280,1600,N
the-american-west,The American West,20,winter-oak-yosemite-national-park,Winter Oak,California,2008,El Capitan Meadow,Yosemite National Park,"A couple days before Christmas 2008, an unusually cold Pacific storm rolled into Northern California and dumped nearly 18 inches of powdery snow on the Yosemite Valley floor. My daughter Ashlyn and I were in sunny Santa Barbara for the holidays but had a couple days saved to head out on our own adventure. Reviewing the Yosemite webcams and weather reports, it appeared this early gift of heavy snow would stick around a few days. So Ashlyn and I hopped in my truck and headed for Yosemite.
 
While I'd been to Yosemite in snow before I was unprepared for the Winter Wonderland that awaited us. The cold had kept the snow in place in the trees, the cliff faces, all over. We explored every valley pullout taking photographs (Ashlyn had a new camera), ate a lunch of belly warming chili at Yosemite Village and went ice skating at Curry Village, an experience every kid (and adult) should have at least once in their lifetimes.
 
As the magical day drew on time came to leave for our evening's lodging in Mariposa. Heading out of the valley, fog was beginning to form. We came upon El Capitan Meadow now gently blanketed in a thin veil of fog illuminated by soft afternoon light thanks to some high clouds rolling in. Surprisingly, the meadow seemed to have had no visitors and Ashlyn and I explored it at length taking photographs and marveling at the graceful beauty.
 
Beautiful photographs of El Capitan Meadow abound so I felt extremely fortunate to be present in a relatively unique situation that allowed the creation of this image.",Pigment Ink,25,Limited,winter-oak-yosemite-national-park.jpg,winter-oak-yosemite-national-park.jpg,winter-oak-yosemite-national-park-home.jpg,winter-oak-yosemite-national-park-biz.jpg,2400,1720,N
the-american-west,The American West,7,winter-oak-at-sunset-catheys-valley,Winter Oak at Sunset,California,2009,Sierra Foothills,Cathey's Valley,This is a field note.,Pigment Ink,25,Limited,winter-oak-at-sunset-catheys-valley.jpg,winter-oak-at-sunset-catheys-valley.jpg,winter-oak-at-sunset-catheys-valley-home.jpg,winter-oak-at-sunset-catheys-valley-biz.jpg,2400,1720,N
the-american-west-ii,The American West,7,aspen-reflections-green-creek,Aspen Reflections,California,2012,Sierra Nevada,Green Creek,This is a field note.,Pigment Ink,25,Limited,aspen-reflections-green-creek.jpg,aspen-reflections-green-creek.jpg,aspen-reflections-green-creek-home.jpg,aspen-reflections-green-creek-biz.jpg,2400,1920,N
the-american-west-ii,The American West,23,bright-angel-point-grand-canyon,Bright Angel Point,Arizona,1999,Grand Canyon National Park,North Rim,This is a field note.,Pigment Ink,25,Limited,bright-angel-point-grand-canyon.jpg,bright-angel-point-grand-canyon.jpg,bright-angel-point-grand-canyon-home.jpg,bright-angel-point-grand-canyon-biz.jpg,2400,1920,N
the-american-west-ii,The American West,14,cape-royal-grand-canyon,Cape Royal,Arizona,1999,Grand Canyon National Park,North Rim,This is a field note.,Pigment Ink,25,Limited,cape-royal-grand-canyon.jpg,cape-royal-grand-canyon.jpg,cape-royal-grand-canyon-home.jpg,cape-royal-grand-canyon-biz.jpg,2400,1920,N
the-american-west-ii,The American West,1,clearing-storm-steens-junction,Clearing Storm,Oregon,2013,Steens Mountain Wilderness,A Dirt Road,This is a field note.,Pigment Ink,25,Limited,clearing-storm-steens-junction.jpg,clearing-storm-steens-junction.jpg,clearing-storm-steens-junction-home.jpg,clearing-storm-steens-junction-biz.jpg,2400,1720,N
the-american-west-ii,The American West,2,colorado-river-horseshoe-bend,Colorado River,Arizona,2012,Page,Big Bend,This is a field note.,Pigment Ink,25,Limited,colorado-river-horseshoe-bend.jpg,colorado-river-horseshoe-bend.jpg,colorado-river-horseshoe-bend-home.jpg,colorado-river-horseshoe-bend-biz.jpg,2400,1600,N
the-american-west-ii,The American West,9,dusk-painted-hills,"Dusk, Painted Hills",Oregon,2012,Mitchell,John Day Fossil Beds,This is a field note.,Pigment Ink,25,Limited,dusk-painted-hills.jpg,dusk-painted-hills.jpg,dusk-painted-hills-home.jpg,dusk-painted-hills-biz.jpg,2400,1600,N
the-american-west-ii,The American West,11,four-aspens-crested-butte,"Four Aspens, Twilight",Colorado,2020,Crested Butte,Kebler Pass,This is a field note.,Handmade Cibachrome,30,Limited,four-aspens-crested-butte.jpg,four-aspens-crested-butte.jpg,four-aspens-crested-butte-home.jpg,four-aspens-crested-butte-biz.jpg,1280,1600,N
the-american-west-ii,The American West,21,granite-seep-merced-canyon,Granite Seep,California,2010,Mariposa County,Merced Canyon,This is a field note.,Pigment Ink,25,Limited,granite-seep-merced-canyon.jpg,granite-seep-merced-canyon.jpg,granite-seep-merced-canyon-home.jpg,granite-seep-merced-canyon-biz.jpg,1200,1600,N
the-american-west-ii,The American West,17,hillside-oak-carmel-valley,Hillside Oak,California,2011,Monterey County,Carmel Valley,This is a field note.,Pigment Ink,25,Limited,hillside-oak-carmel-valley.jpg,hillside-oak-carmel-valley.jpg,hillside-oak-carmel-valley-home.jpg,hillside-oak-carmel-valley-biz.jpg,2400,1820,N
the-american-west-ii,The American West,18,lightning-white-mountains,Lightning,California,2012,Wilderness,White Mountains,This is a field note.,Pigment Ink,25,Limited,lightning-white-mountains.jpg,lightning-white-mountains.jpg,lightning-white-mountains-home.jpg,lightning-white-mountains-biz.jpg,2400,1820,N
the-american-west-ii,The American West,15,low-tide-coos-bay,Low Tide,Oregon,2022,Pacific Coast,Coos Bay,This is a field note.,Pigment Ink,25,Limited,low-tide-coos-bay.jpg,low-tide-coos-bay.jpg,low-tide-coos-bay-home.jpg,low-tide-coos-bay-biz.jpg,2400,1820,N
the-american-west-ii,The American West,4,midnight-over-clarno-john-day,Midnight over Clarno,Oregon,2014,John Day National Monument,Clarno Unit,This is a field note.,Pigment Ink,25,Limited,midnight-over-clarno-john-day.jpg,midnight-over-clarno-john-day.jpg,midnight-over-clarno-john-day-home.jpg,midnight-over-clarno-john-day-biz.jpg,2400,1600,N
the-american-west-ii,The American West,13,moonrise-waitsburg,Moonrise,Washington,2013,Waitsburg,Along Hwy 12,This is a field note.,Pigment Ink,25,Limited,moonrise-waitsburg.jpg,moonrise-waitsburg.jpg,moonrise-waitsburg-home.jpg,moonrise-waitsburg-biz.jpg,2400,1720,N
the-american-west-ii,The American West,8,raindrops-on-leaves-sierra-nevada,Raindrops on Leaves,California,2011,Sierra Nevada,Green Creek,This is a field note.,Pigment Ink,25,Limited,raindrops-on-leaves-sierra-nevada.jpg,raindrops-on-leaves-sierra-nevada.jpg,raindrops-on-leaves-sierra-nevada-home.jpg,raindrops-on-leaves-sierra-nevada-biz.jpg,1200,1600,N
the-american-west-ii,The American West,19,river-dance-horseshoe-overlook,River Dance,Arizona,1997,Colorado River,Horseshoe Bend,This is a field note.,Pigment Ink,25,Limited,river-dance-horseshoe-overlook.jpg,river-dance-horseshoe-overlook.jpg,river-dance-horseshoe-overlook-home.jpg,river-dance-horseshoe-overlook-biz.jpg,2400,1600,N
the-american-west-ii,The American West,6,san-juan-river-goosenecks,San Juan River,Arizona,2013,Colorado Plateau,Goosenecks State Park,This is a field note.,Pigment Ink,25,Limited,san-juan-river-goosenecks.jpg,san-juan-river-goosenecks.jpg,san-juan-river-goosenecks-home.jpg,san-juan-river-goosenecks-biz.jpg,2400,1720,N
the-american-west-ii,The American West,25,sand-castles-bryce-national-park,Sand Castles,Utah,1997,Bryce Canyon National Park,Under the Rim Trail,This is a field note.,Pigment Ink,25,Limited,sand-castles-bryce-national-park.jpg,sand-castles-bryce-national-park.jpg,sand-castles-bryce-national-park-home.jpg,sand-castles-bryce-national-park-biz.jpg,2400,1920,N
the-american-west-ii,The American West,16,stalks-grass-willows-walker-canyon,"Stalks, Grass, Willows",California,2008,Sierra Nevada,Walker Canyon,"This image came about by accident. Literally. After a week long workshop in the White Mountains, a small group spent some time with Stuart Scofield at his cabin in Twin Lakes, California. Our goal was to photograph Aspens at the height of fall color but one rather blustery day we visited some natural hot springs for a change of pace. After a good hot soak, I was climbing out, got a bit dizzy and stumbled hitting a rock with my left foot and taring my pinky toenail completely off. That was some serious ouch!
 
The next couple days we visited a lovely area called Soldier's Meadow. My sore foot could only manage sandals so I was largely confined to our base camp which soured my photographic mood. But as I settled down and began to actually see what was around me, I was drawn to a section of willows and grasses along a little stream. Contemplating the scene on and off for almost an entire afternoon, I settled into the chosen composition with the realization my injury had forced a new quieter way of seeing compositional possibilities.",Pigment Ink,25,Limited,stalks-grass-willows-walker-canyon.jpg,stalks-grass-willows-walker-canyon.jpg,stalks-grass-willows-walker-canyon-home.jpg,stalks-grass-willows-walker-canyon-biz.jpg,1280,1600,N
the-american-west-ii,The American West,24,stillness-lake-abert,Stillness,Oregon,2021,Lake County,Lake Abert,This is a field note.,Pigment Ink,25,Limited,stillness-lake-abert.jpg,stillness-lake-abert.jpg,stillness-lake-abert-home.jpg,stillness-lake-abert-biz.jpg,2400,1820,N
the-american-west-ii,The American West,20,twilight-cascade-sonora-pass,Twilight Cascade,California,2011,Sierra Nevada,Sonora Pass,This is a field note.,Pigment Ink,25,Limited,twilight-cascade-sonora-pass.jpg,twilight-cascade-sonora-pass.jpg,twilight-cascade-sonora-pass-home.jpg,twilight-cascade-sonora-pass-biz.jpg,1140,1600,N
the-american-west-ii,The American West,12,twilight-garrapata,"Twilight, Garrapata",California,1999,Carmel,Pacific Coast,"Late Fall and early Winter are among the best times to photograph along the Pacific Coast. During the summer persistent fog can hug the coast for weeks at a time. Winds can be fierce and very cold (relative to the inland heat) and beach going tourists can be turned back less than 30 seconds out of their rental cars. But in October and November the fog subsides and warm calm days predominate. The winter storms can generate dramatic surf with swells as high as 15 ft or more. Standing on the bluffs during these storms, the earth shakes, the roar is deafening and your senses are overwhelmed by the awesome power of the sea.
 
Twilight, Garrapata was taken on a relatively calm evening during a lull between a series of powerful winter storms. Id been exploring the Garrapata area (south of Carmel a few miles below Point Lobos) during the summer months and felt one particular extended sea bluff offered an excellent vantage point for a photograph. My intent was to photograph the sea under alpenglow light shortly after sunset.
 
The sea was still restless and waves were persistently pounding the rocks. I knew the required long exposure would help give a mystical quality to the water. The composition I chose emphasized a good portion of foreground rock and I elected to leave the moderate amount of convergence in the image hoping that the still agitated surf would help de-emphasize the rocks extensive detail. As the sun set and night began to take in, I waited until the sky was a deep purplish blue and made 3 long exposures, the second of which offered the best potential for the eventual print.",Pigment Ink,25,Limited,twilight-garrapata.jpg,twilight-garrapata.jpg,twilight-garrapata-home.jpg,twilight-garrapata-biz.jpg,1200,1600,N
the-american-west-ii,The American West,10,twilight-painted-hills,"Twilight, Painted Hills",Oregon,2012,Mitchell,John Day Fossil Beds,This is a field note.,Pigment Ink,25,Limited,twilight-painted-hills.jpg,twilight-painted-hills.jpg,twilight-painted-hills-home.jpg,twilight-painted-hills-biz.jpg,2400,1600,N
the-american-west-ii,The American West,3,two-oaks-sierra-foothills,Two Oaks,California,2011,Sierra Foothills,Cathey's Valley,"Driving East out of Merced towards Yosemite along HWY 120 you pass through some lovely gently rolling hills scattered with magnificent Oak trees. Usually passing though during the harsh light of midday with other destinations on my mind, I'd just fly on by. But on one particular return trip from Mono Lake, I happened to pass through the area just as the sun was starting to set.
 
I'd always admired this one set of Oak trees and in the evening light which was slightly diffused behind a thin layer of incoming high clouds, the light was just soft enough, I felt a good photograph was possible.
 
The composition I was initially interested in contained three Oak trees (shown in the image at right). But as I studied the forms of the trees I realized the distant oak had redundant structure and that the juxtaposition of just two oaks with different forms and branch structures felt more compelling. In addition, I lost the clean angular line of the wonderful yellow sunlit grasses in the foreground (an important element in the color composition of the image). But what to do about the middle oak tree?
 
Carefully moving from side-to-side, I realized I could quite successfully conceal the middle oak behind the foreground oak at the just the right angle of view that gave me the physical spacing I wanted between the two oaks. This ""gift"" of ideal placement seemed to affirm my preference for the two-oak composition. Utilizing my 300mm lens, focusing was straightforward and the ample light allowed a relatively short exposure with good depth-of-field.",Pigment Ink,25,Limited,two-oaks-sierra-foothills.jpg,two-oaks-sierra-foothills.jpg,two-oaks-sierra-foothills-home.jpg,two-oaks-sierra-foothills-biz.jpg,2400,1720,N
the-american-west-ii,The American West,5,el-captain-meadow-yosemite-national-park,Winter Oak,California,2008,Yosemite National Park,El Capitan Meadow,This is a field note.,Pigment Ink,25,Limited,el-captain-meadow-yosemite-national-park.jpg,el-captain-meadow-yosemite-national-park.jpg,el-captain-meadow-yosemite-national-park-home.jpg,el-captain-meadow-yosemite-national-park-biz.jpg,2400,1720,N
the-american-west-ii,The American West,22,workings-of-time-monument-valley,Workings of Time,Arizona,1996,Monument Valley,Monument Valley,This is a field note.,Pigment Ink,25,Limited,workings-of-time-monument-valley.jpg,workings-of-time-monument-valley.jpg,workings-of-time-monument-valley-home.jpg,workings-of-time-monument-valley-biz.jpg,1140,1600,N
zion-national-park,Zion National Park,13,a-good-resting-place-zion-national-park,A Good Resting Place,Utah,2000,Zion National Park,Wilderness,This is a field note.,Pigment Ink,25,Limited,a-good-resting-place-zion-national-park.jpg,a-good-resting-place-zion-national-park.jpg,a-good-resting-place-zion-national-park-home.jpg,a-good-resting-place-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,14,aspiring-pine-zion-national-park,Aspiring Pine,Utah,2015,Zion National Park,Kolob Canyons,This is a field note.,Pigment Ink,25,Limited,aspiring-pine-zion-national-park.jpg,aspiring-pine-zion-national-park.jpg,aspiring-pine-zion-national-park-home.jpg,aspiring-pine-zion-national-park-biz.jpg,1200,1600,N
zion-national-park,Zion National Park,1,canyon-light-zion-national-park,Canyon Light,Utah,2014,Zion National Park,Echo Canyon,This is a field note.,Handmade Cibachrome,30,Limited,canyon-light-zion-national-park.jpg,canyon-light-zion-national-park.jpg,canyon-light-zion-national-park-home.jpg,canyon-light-zion-national-park-biz.jpg,2400,1820,Y
zion-national-park,Zion National Park,15,cliff-and-pines-zion-national-park,Cliff & Pines,Utah,2000,Zion National Park,Echo Canyon,This is a field note.,Handmade Cibachrome,30,Limited,cliff-and-pines-zion-national-park.jpg,cliff-and-pines-zion-national-park.jpg,cliff-and-pines-zion-national-park-home.jpg,cliff-and-pines-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,11,cosmic-lichen-zion-national-park,Cosmic Lichen,Utah,2015,Zion National Park,Wilderness,This is a field note.,Handmade Cibachrome,30,Limited,cosmic-lichen-zion-national-park.jpg,cosmic-lichen-zion-national-park.jpg,cosmic-lichen-zion-national-park-home.jpg,cosmic-lichen-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,5,glowing-grasses-zion-national-park,Glowing Grasses,Utah,2018,Zion National Park,Lower Pine Creek,This is a field note.,Pigment Ink,25,Limited,glowing-grasses-zion-national-park.jpg,glowing-grasses-zion-national-park.jpg,glowing-grasses-zion-national-park-home.jpg,glowing-grasses-zion-national-park-biz.jpg,2400,1820,N
zion-national-park,Zion National Park,3,sheltered-zion-national-park,Sheltered,Utah,2013,Zion National Park,Above Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,sheltered-zion-national-park.jpg,sheltered-zion-national-park.jpg,sheltered-zion-national-park-home.jpg,sheltered-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,4,leaf-and-sand-zion-national-park,Leaf and Sand,Utah,2015,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,30,Limited,leaf-and-sand-zion-national-park.jpg,leaf-and-sand-zion-national-park.jpg,leaf-and-sand-zion-national-park-home.jpg,leaf-and-sand-zion-national-park-biz.jpg,2400,1920,N
zion-national-park,Zion National Park,16,lone-pine-zion-national-park,Lone Pine,Utah,2014,Zion National Park,Echo Canyon,This is a field note.,Pigment Ink,25,Limited,lone-pine-zion-national-park.jpg,lone-pine-zion-national-park.jpg,lone-pine-zion-national-park-home.jpg,lone-pine-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,8,a-midnight-spin-zion-national-park,A Midnight Spin,Utah,2018,Zion National Park,Virgin River,This is a field note.,Pigment Ink,25,Limited,a-midnight-spin-zion-national-park.jpg,a-midnight-spin-zion-national-park.jpg,a-midnight-spin-zion-national-park-home.jpg,a-midnight-spin-zion-national-park-biz.jpg,2400,1600,N
zion-national-park,Zion National Park,17,moonlight-serenade-zion-national-park,Moonlight Serenade,Utah,1997,Zion National Park,Taylor Creek,"This image was made during a fall workshop in Zion National Park. We had hiked one of the finger canyons of the Kolob area in the remote northern section of the Park. If you have never visited this section of the park youve missed a tremendous opportunity for privacy and solitude.
 
As we hiked out of the canyon the crescent moon revealed itself over the ridge of one of the towering canyon walls. Several of the participants stopped to make an image of the moon nestled between the arched branches of some old cottonwood trees. The image didnt fit my mood so I sat down to simply soak in the last few minutes before darkness.
 
The moon was descending quickly with the sun and was nearing the crest line of the canyon ridge. I noticed there was also a thin veil of clouds gaining a purplish hue creating a soft velvet texture to the sky. Looking more closely at the rock and tree formations on the ridge I felt the rising excitement of an image forming in my mind. I composed several times settling on the final composition that balanced the highest rock against the position of the moon.
 
I had little time to gauge exposure so bracketed around the exposure my camera suggested. I was very pleased with the results especially the soft ring of light created by the moonlight and the thin layer of clouds.",Pigment Ink,25,Limited,moonlight-serenade-zion-national-park.jpg,moonlight-serenade-zion-national-park.jpg,moonlight-serenade-zion-national-park-home.jpg,moonlight-serenade-zion-national-park-biz.jpg,2400,1600,N
zion-national-park,Zion National Park,18,morning-glow-zion-national-park,Morning Glow,Utah,2015,Zion National Park,Zion Canyon,This is a field note.,Pigment Ink,25,Limited,morning-glow-zion-national-park.jpg,morning-glow-zion-national-park.jpg,morning-glow-zion-national-park-home.jpg,morning-glow-zion-national-park-biz.jpg,1200,1600,N
zion-national-park,Zion National Park,7,old-friends-zion-national-park,Old Friends,Utah,2016,Zion National Park,Upper East Side,This is a field note.,Handmade Cibachrome,30,Limited,old-friends-zion-national-park.jpg,old-friends-zion-national-park.jpg,old-friends-zion-national-park-home.jpg,old-friends-zion-national-park-biz.jpg,2400,1820,N
zion-national-park,Zion National Park,9,remnants-zion-national-park,Remnants,Utah,2014,Zion Canyon,Virgin River,This is a field note.,Handmade Cibachrome,30,Limited,remnants-zion-national-park.jpg,remnants-zion-national-park.jpg,remnants-zion-national-park-home.jpg,remnants-zion-national-park-biz.jpg,1280,1600,N
zion-national-park,Zion National Park,19,remnants-of-water-zion-national-park,Remnants of Water,Utah,2013,Zion National Park,East Side,This is a field note.,Pigment Ink,25,Limited,remnants-of-water-zion-national-park.jpg,remnants-of-water-zion-national-park.jpg,remnants-of-water-zion-national-park-home.jpg,remnants-of-water-zion-national-park-biz.jpg,1200,1600,N
zion-national-park,Zion National Park,6,springtime-melody-zion-national-park,Springtime Melody,Utah,1997,Zion National Park,Middle Taylor Creek,"The underside of sunlit leaves produces some of the most beautiful color Ive ever seen. Photographing them however is not the easiest proposition. Youre usually stuck underneath a tree looking up with the sky as your background or you struggle trying to simplify a crowded scene of overlapping leaves and branches neither of which is ideally suited to a successful photograph. I often visualized the type of image I desired: late afternoon low angled light, a solitary branch of isolated leaves, and an agreeable background to further emphasize the color and form that inspired me.
 
I came upon Springtime Melody after a long grueling hike up and down a narrow Utah canyon on a day that turned exceedingly hot. Photographically the experience had been very disappointing as well. Id made what I thought was a final decision not to unpack my gear anymore when I saw the isolated branch of leaves through a stream bed just beyond a thickly shrubbed ridge. Begrudgingly, I made my way up to the point, unstowed my gear, and realized that the image Id dreamed about was right here before me.
 
It took 45 minutes to complete 2 good exposures. An afternoon wind had risen up and the delicate branch swayed in the slightest breeze. This was compounded by the fact that I had to use an 80-200mm zoom to get the composition. Im still extraordinarily pleased with the image though the effort was not without a price. The ridge Id ascended was spotted with poison oak which dutifully blistered my legs for 2 weeks thereafter.",Pigment Ink,25,Limited,springtime-melody-zion-national-park.jpg,springtime-melody-zion-national-park.jpg,springtime-melody-zion-national-park-home.jpg,springtime-melody-zion-national-park-biz.jpg,2400,1600,N
zion-national-park,Zion National Park,12,sunset-kinesava-zion-national-park,"Sunset, Kinesava",Utah,2011,Zion National Park,Zion Canyon,"Back in 1997, while on my first photographic field workshop, I made a vertical sunset photograph of Mt. Kinesava from the same general viewpoint seen here. A relative newbie to Zion, the image had a powerful effect on me in understanding the possibilities of late evening light in Canyon Country. Many successive attempts were made to capture another sunset image of Mt. Kinesava but none exceeded the magic Id felt that first time.
 
Flash forward 14 years and, after a day of general scouting up Zion Canyon, I found myself racing up the same ratty dirt road for another attempt. Kinesava was absolutely on fire with light. As I frantically set my camera up, it occurred to me that two years earlier, Id made a photograph in similar light the turned out quite gaudy looking. The red light at sunset can be so powerful and saturated, even the sensors of a high end digital cameras struggle to properly capture it.
 
In the few moments I was contemplating the situation, the light faded behind some clouds. Anxiously, I waited for what seemed an eternity as the sun played peak-a-boo, never quite clearing the clouds streaming by. And then it did. And now, having set it bit lower, the light was much softer, less photogenic to my eye directly but with a gentle luminescence that also evened out the areas of the scene in shadow. I made a couple exposures and then the light was gone.
 
Weeks later, working with the image in Photoshop to make a pigment print, it occurred to me that, had I photographed the original impulsive moment when the light was highest, Id be struggling to bring out my vision for the image because Id be dealing with extreme contrast and detail loss from the extreme red saturation. Of course, modern digital post-processing can handle such contrasty scenarios pretty well. But, for a magical print with just the right luminosity and balance, the adage of mastering the image on the front end remains viable in digital as it did in the film days.",Pigment Ink,25,Limited,sunset-kinesava-zion-national-park.jpg,sunset-kinesava-zion-national-park.jpg,sunset-kinesava-zion-national-park-home.jpg,sunset-kinesava-zion-national-park-biz.jpg,2400,1600,N
zion-national-park,Zion National Park,2,wood-topography-zion-national-park,Wood Topography,Utah,2015,Zion National Park,Clear Creek,This is a field note.,Handmade Cibachrome,20,Limited,wood-topography-zion-national-park.jpg,wood-topography-zion-national-park.jpg,wood-topography-zion-national-park-home.jpg,wood-topography-zion-national-park-biz.jpg,2400,1920,N
